Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,Name,0,1,2,3,4,5,6,7,8,9,10,11,12
HeStutters,0,19,9985280,10033280,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_0_19,-293.65506,73.83307,1.900997,-2.4083369,-4.0009894,1.0766037,-3.9047654,-3.917792,-7.3149014,-5.230086,1.1738931,-10.094394,-5.409697
HeStutters,0,20,11197600,11245600,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_20,-300.60464,52.587788,-1.1057965,22.788185,-2.626716,-5.4913564,-18.113768,0.016458005,-17.751236,-10.870638,-3.5494845,-9.037823,-6.5990534
HeStutters,0,22,12315840,12363840,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_22,-298.6059,88.62969,-15.168173,6.499321,-3.6726255,-5.224225,-13.2617445,-5.251006,-16.107136,-7.655796,0.74803454,-10.107168,-11.233959
HeStutters,0,24,15001760,15049760,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_24,-317.7534,72.651985,-3.7088635,37.616867,0.4368038,-13.887419,-15.856245,1.8166562,-18.327396,-17.77707,2.1701689,-13.293072,-8.454935
HeStutters,0,25,16317280,16365280,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_0_25,-325.40115,49.427807,10.411886,13.885595,7.602159,-4.217634,-8.928022,4.232275,-11.842107,-4.328748,-3.8042188,-4.8980513,-3.4354537
HeStutters,0,26,3562240,3610240,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_26,-322.67566,39.41156,-26.036318,31.284819,-20.774286,-5.054771,-8.849819,-4.6702237,-6.7832108,-8.442831,-9.905902,-7.322885,-6.587358
HeStutters,0,27,18732320,18780320,0,0,0,1,3,1,0,1,0,0,0,0,HeStutters_0_27,-303.75522,18.65115,-36.094337,38.46698,-14.92611,7.419243,-21.363647,-2.7649913,1.1547235,-10.078409,-3.8320951,-9.366831,-1.8734602
HeStutters,0,28,18902240,18950240,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_0_28,-386.35275,66.89737,4.9827166,11.331669,-0.957347,-3.9592123,-2.7021182,-0.90801376,-10.224297,-1.2944278,-7.1414394,-3.1053302,-7.352438
HeStutters,0,29,19004000,19052000,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_29,-350.79446,50.43318,-12.152788,18.358027,-7.081074,0.9234877,-3.5635026,-0.72778004,-9.469957,-4.8012414,-6.577333,-6.3924313,-8.617146
HeStutters,0,31,21092480,21140480,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_0_31,-357.26,61.08651,-3.5154269,-10.925922,-4.467697,-3.8475845,-3.1108463,-1.1940594,-9.639895,-0.27703968,-2.615836,-2.803694,-4.898816
HeStutters,0,32,21147520,21195520,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_32,-344.02863,91.31116,-13.436655,4.741343,2.297917,-12.380066,-5.074987,-5.1595297,-12.917842,-4.0285153,-1.6608455,-3.58355,-12.488953
HeStutters,0,33,25293440,25341440,0,0,2,1,0,0,0,0,1,0,0,0,HeStutters_0_33,-293.12845,85.38057,-22.703238,-9.756577,-12.716975,-6.0346394,-14.893908,2.380122,-16.125296,-4.782759,-2.462512,-11.998862,-7.994078
HeStutters,0,34,25822720,25870720,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_34,-360.33096,57.451157,-0.5387551,16.938961,-0.9521963,-7.8862123,-1.853779,-5.8772297,-9.258483,-5.0034857,-2.229489,-3.5907838,-6.2120214
HeStutters,0,35,26746400,26794400,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_35,-386.7721,71.609764,-1.2144262,22.36686,-2.840377,-9.708257,-9.47436,-2.1750948,-8.146025,-10.45409,-3.3900018,-7.627431,-7.354708
HeStutters,0,36,27774880,27822880,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_0_36,-285.34488,67.88211,-9.519811,16.97458,-4.903069,-4.554548,-9.683019,-6.3266764,-15.487232,-7.5966134,-5.372644,-11.02563,-8.554457
HeStutters,0,37,27813440,27861440,0,0,1,0,0,0,0,1,2,0,0,0,HeStutters_0_37,-365.4152,79.79451,-2.6466093,-6.451341,-8.5221405,-6.5684495,-4.999511,-8.9534445,-10.441697,-1.8826216,-3.746865,-8.806194,-5.4805512
HeStutters,0,38,29565600,29613600,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_0_38,-366.41876,78.88715,2.4646752,20.872032,2.1345873,-8.125457,-11.872888,-3.5233157,-11.716527,-5.0137606,-4.5925694,-7.956148,-6.128983
HeStutters,0,39,30011200,30059200,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_0_39,-296.91052,-21.512259,-12.081517,43.095333,-14.919692,-1.4352907,-15.5904,-2.1775327,-8.194233,-14.843324,-7.5795803,-4.244403,-4.6480474
HeStutters,1,1,27906400,27954400,0,0,0,0,0,1,0,1,2,0,0,0,HeStutters_1_1,-439.98596,88.10232,-1.9981883,33.194096,0.51922715,-6.4416003,-21.857225,-4.376511,-21.993492,-7.5185857,-17.88824,-5.186344,-6.257581
HeStutters,1,2,28160960,28208960,0,0,1,0,0,0,0,0,2,1,0,0,HeStutters_1_2,-459.49426,112.89873,-10.494299,11.839632,-4.3591046,5.873859,-29.789343,-4.6774096,-20.918732,5.364359,-16.966383,-8.583193,-5.145132
HeStutters,1,3,28193760,28241760,0,0,0,1,0,0,0,3,2,1,0,0,HeStutters_1_3,-423.32053,56.913773,-36.976807,40.274246,-25.305435,19.694237,-29.979336,2.7930622,-14.009549,-10.384767,-6.844701,-14.735861,-3.6422238
HeStutters,1,4,28351360,28399360,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_1_4,-418.4452,103.88683,-30.266283,26.878878,-11.660658,3.5153093,-27.021893,-11.834182,-7.5828433,-7.8057556,-12.518566,-1.051659,-7.8285294
HeStutters,1,5,28390400,28438400,0,0,0,0,0,3,0,1,0,0,0,0,HeStutters_1_5,-433.33304,108.103004,-18.726723,12.797212,0.16761445,-6.5317097,-22.82635,-10.197197,-15.296308,-6.064888,-13.664784,-1.0372466,-3.2370875
HeStutters,1,6,28443200,28491200,0,0,0,0,0,1,0,0,2,1,0,0,HeStutters_1_6,-492.97955,97.51683,-4.2991595,9.012476,-4.8882656,2.071929,-14.677265,-2.408295,-21.343113,0.12300311,-13.174464,-0.9305465,-0.9458111
HeStutters,1,8,28539840,28587840,0,0,0,0,0,2,0,0,1,0,0,0,HeStutters_1_8,-494.8158,84.97207,1.0178618,13.250941,4.5722065,0.6901155,-12.168561,-10.612211,-17.491869,-2.7350574,-9.947231,-9.0587435,-8.354892
HeStutters,1,9,29043360,29091360,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_1_9,-376.80557,103.52947,-27.193073,14.247787,-13.795987,-3.0508235,-23.581017,-13.342365,-19.817413,-1.6258824,-14.061675,-1.0459242,-4.6033916
HeStutters,1,13,29497920,29545920,0,0,0,1,0,1,0,0,1,1,0,0,HeStutters_1_13,-423.51575,109.37273,-11.043086,6.161051,-14.925346,0.9465705,-17.805922,-7.6746626,-20.456785,-1.9657382,-7.0200467,-3.6119545,-2.692057
HeStutters,1,14,29571040,29619040,0,0,3,0,0,0,0,3,0,0,0,0,HeStutters_1_14,-447.67203,129.37346,4.0519705,11.126053,-11.094736,9.335405,-21.662256,-17.389526,-14.711488,-4.354988,-7.141242,-2.9763181,-7.5681767
HeStutters,1,15,30017440,30065440,0,0,3,0,1,0,0,1,0,0,0,0,HeStutters_1_15,-426.62808,119.03841,-20.462978,30.14751,-0.8138334,-1.7215503,-27.573412,-13.09295,-7.036074,-5.1275954,-14.2536,-4.496752,-4.0403523
HeStutters,1,16,30052800,30100800,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_1_16,-376.20886,78.53217,-22.999355,30.496584,-13.133831,12.758907,-24.143969,-13.50778,-12.986058,-3.592389,-15.16658,-3.510009,-1.1572949
HeStutters,1,20,30284320,30332320,0,0,0,0,1,3,0,1,0,0,0,0,HeStutters_1_20,-405.98413,81.28179,-13.742628,35.022865,-2.565761,3.4680822,-21.803316,-3.6484706,-17.54833,-1.0967698,-17.303442,-2.7296154,-3.4223762
HeStutters,1,22,30745440,30793440,0,0,1,1,0,0,0,0,2,1,0,0,HeStutters_1_22,-555.78876,82.26834,9.939907,9.76864,18.547771,3.6309035,-18.890684,0.28847685,-5.5723934,-0.5019649,-5.6252027,-5.169489,-4.565485
HeStutters,1,23,30771360,30819360,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_1_23,-387.8503,74.20181,-1.8182491,42.906147,7.1486673,-1.0750407,-26.021376,6.506513,-19.915213,-4.605858,-15.3273,-11.563162,-6.142741
HeStutters,1,24,30819840,30867840,0,0,0,1,0,1,0,3,1,1,0,0,HeStutters_1_24,-451.5887,77.93396,0.799738,34.538357,12.816588,4.7798295,-18.666643,-3.6439831,-12.066179,-0.33856186,-16.858465,-10.146259,-3.1223533
HeStutters,1,25,30925120,30973120,0,0,1,0,0,0,0,0,1,0,0,0,HeStutters_1_25,-508.88397,98.261024,18.411829,15.969616,4.5663395,7.981284,-10.309282,-10.958818,-13.439023,1.5232368,-7.3954864,-5.7678714,-5.7119355
HeStutters,1,26,30961440,31009440,0,0,0,1,0,0,0,2,2,0,0,0,HeStutters_1_26,-394.81137,80.08809,-12.182846,27.325226,-0.359435,7.774105,-21.945124,-2.3298917,-17.009892,-2.8891916,-15.379047,-5.529094,-0.9726057
HeStutters,1,32,31661920,31709920,0,0,3,0,0,0,0,3,0,0,0,0,HeStutters_1_32,-370.60168,52.564236,-36.592834,42.82572,-34.237846,23.010777,-33.267956,3.2279394,-7.449154,-5.5564017,0.40575024,-14.510503,4.280028
HeStutters,1,33,31802080,31850080,0,0,0,1,3,0,0,0,0,0,0,0,HeStutters_1_33,-449.34534,65.29212,16.407324,30.678547,-5.2706385,9.00016,-9.660289,-0.7861966,-8.45311,-8.963552,-7.791298,-3.3282683,-6.3418255
HeStutters,1,36,31917440,31965440,0,0,0,1,0,0,0,3,2,0,0,0,HeStutters_1_36,-464.0296,95.83455,-15.104552,19.674164,5.9139385,3.566679,-15.646374,-4.3470283,-11.264411,-2.710448,-14.627125,-6.424193,0.75284636
HeStutters,1,38,31963680,32011680,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_1_38,-518.22266,77.85756,14.129269,26.087458,9.610716,8.631261,-10.686295,-5.3044596,-11.587514,-2.6042612,-11.654876,-6.227562,-2.6630607
HeStutters,1,39,32034720,32082720,0,0,0,1,1,0,0,2,1,1,0,0,HeStutters_1_39,-390.95734,107.52053,-39.29316,14.322826,-3.0892951,0.8497948,-24.221212,-13.668212,-15.612989,6.9472284,-18.484919,-0.9393412,2.6332757
HeStutters,1,43,32695840,32743840,0,0,0,1,0,0,0,3,2,2,0,0,HeStutters_1_43,-419.89377,80.481735,-7.5012803,24.921898,-0.9128391,4.113352,-19.63036,-8.364844,-14.909797,-3.1044104,-12.720842,-6.3673706,-4.3624077
HeStutters,1,49,33136160,33184160,0,0,0,2,2,0,0,0,0,0,0,0,HeStutters_1_49,-439.82114,60.333572,-29.523626,39.32311,-13.359859,13.18227,-26.998968,-0.9578144,-12.471242,1.6482022,-16.585224,1.2575418,-3.0649645
HeStutters,1,50,33175200,33223200,0,0,0,1,2,0,0,1,1,2,0,0,HeStutters_1_50,-432.86108,78.4076,-15.899051,34.265312,-2.9391801,16.556736,-18.09778,-9.780913,-12.66413,0.145217,-10.469606,-4.6437535,-7.638128
HeStutters,1,51,33325280,33373280,0,0,0,1,0,3,0,0,0,0,0,0,HeStutters_1_51,-429.89304,48.767517,-27.471035,63.12003,-39.494026,15.820345,-23.475449,6.702472,-9.898974,-11.791648,-1.9803836,-10.948514,-1.440172
HeStutters,1,52,33372160,33420160,0,0,0,0,0,0,0,0,3,2,0,0,HeStutters_1_52,-466.73633,46.066936,-8.749454,41.418186,-8.473644,4.764814,-14.437318,0.057276502,-9.427035,-8.082529,-6.567372,-7.539628,-3.1627584
HeStutters,1,57,5247680,5295680,0,0,1,0,2,0,0,0,1,1,0,0,HeStutters_1_57,-495.70932,74.26803,16.35121,48.26939,2.0153468,-0.73640144,-11.165176,-4.4340086,-8.91609,-8.741442,-13.035253,-4.995455,-9.156182
HeStutters,1,59,34259040,34307040,0,0,1,0,0,0,0,2,2,0,0,0,HeStutters_1_59,-430.79633,103.44414,-12.320706,26.595995,-17.072199,9.804992,-18.248747,-11.461125,-22.386969,1.7507247,-16.739895,-5.344952,-4.9499903
HeStutters,1,63,34995840,35043840,0,0,2,1,0,0,0,0,0,0,0,0,HeStutters_1_63,-504.15927,125.07899,9.171897,25.427475,8.508082,4.408601,-27.735842,-5.377371,-11.739068,-6.5699153,-16.303734,-5.5194216,-4.2018933
HeStutters,1,65,35435840,35483840,0,0,0,2,1,3,0,0,0,0,0,0,HeStutters_1_65,-583.5129,60.508606,-2.0255342,45.42773,-25.36994,13.176815,-11.487512,0.1369184,-11.024044,-4.7001805,-2.926021,-7.9776053,-0.54526603
HeStutters,1,66,35470560,35518560,0,0,1,0,0,0,0,0,2,0,0,0,HeStutters_1_66,-481.24744,46.731068,-22.999462,52.160126,-25.64644,12.275672,-23.178337,0.22020681,-7.677056,-16.657948,-2.3122225,-8.460587,-6.2880774
HeStutters,1,67,35897120,35945120,0,0,0,1,2,0,0,1,0,0,0,0,HeStutters_1_67,-493.71124,53.560932,-1.8475264,20.208666,-3.2840238,13.103508,-14.898592,-9.997102,-9.763529,1.1259778,-8.680707,-8.38389,-3.413276
HeStutters,1,70,36630240,36678240,0,0,0,2,2,0,0,3,0,0,0,0,HeStutters_1_70,-438.531,93.25798,-11.97461,20.222431,-5.8109994,7.8573847,-17.872816,-7.1354628,-17.396849,4.0869174,-14.072808,-9.034827,-3.8773112
HeStutters,1,75,37930720,37978720,0,0,0,3,2,0,0,0,0,0,0,0,HeStutters_1_75,-473.54373,66.72077,-3.7924106,34.036797,-3.159591,6.4376144,-4.5312133,-5.1649184,-11.59115,-5.4042974,-12.515345,-11.376685,0.06153467
HeStutters,1,77,38740320,38788320,0,0,0,2,1,0,0,0,0,0,0,0,HeStutters_1_77,-498.0952,51.79919,-12.2748785,40.294903,-23.920948,18.694517,-26.354107,3.6058662,-8.415639,-4.07056,-8.554588,-7.660636,-3.1538785
HeStutters,1,78,38775520,38823520,0,0,0,1,0,0,0,0,2,1,0,0,HeStutters_1_78,-541.54486,55.154125,-6.985418,18.910215,-10.782639,5.443445,-15.500479,-1.9616146,-7.8925242,-4.901917,-4.763305,-6.4857264,-6.308994
HeStutters,1,80,6016640,6064640,0,0,0,1,0,3,0,1,0,0,0,0,HeStutters_1_80,-449.03815,87.268326,-33.397415,14.728322,-12.714352,6.776687,-14.833223,-0.31915015,-12.106591,-6.0023575,-5.739733,-6.2094364,-6.9596725
HeStutters,1,82,38922880,38970880,0,0,2,2,2,0,0,0,0,0,0,0,HeStutters_1_82,-478.13348,82.66604,-12.033803,25.208553,-16.375523,10.725459,-20.820518,-7.956278,-15.595059,4.7050257,-13.357788,-5.3433366,-2.0346742
HeStutters,1,85,39087040,39135040,0,0,0,0,0,3,0,1,0,0,0,0,HeStutters_1_85,-434.41818,82.75964,-9.233627,13.46446,-10.744075,2.9457936,-20.61458,-10.12243,-16.40425,-0.33787653,-12.179656,-6.953736,-1.3494382
HeStutters,1,86,39507680,39555680,0,0,2,0,0,0,0,0,1,1,0,0,HeStutters_1_86,-454.84015,83.061226,-18.495514,15.112663,-11.438519,10.036728,-23.370872,-9.602406,-10.865508,1.6398963,-10.5923395,-5.4521255,-0.3229764
HeStutters,1,87,39564320,39612320,0,0,0,2,0,0,0,0,1,1,0,0,HeStutters_1_87,-455.9027,80.013145,-1.7543408,13.331535,1.2694247,5.9348965,-13.514612,-8.515099,-11.954159,-6.695402,-12.392337,-9.08616,-5.607905
HeStutters,1,88,39631040,39679040,0,0,0,0,2,0,0,1,1,0,0,0,HeStutters_1_88,-492.46292,101.73897,21.570366,18.018055,-8.223265,14.004573,-13.618462,-7.448858,-14.375348,-2.8550396,-10.517982,-12.254682,-7.049837
HeStutters,1,91,39817440,39865440,0,0,2,0,1,0,0,0,0,0,0,0,HeStutters_1_91,-404.6859,67.64322,-22.968597,10.089537,-16.257727,18.035704,-21.36546,-7.1079655,-20.515287,5.8923316,-14.278515,-3.839461,0.40964067
HeStutters,1,96,6270720,6318720,0,0,0,1,2,0,0,0,0,0,0,0,HeStutters_1_96,-459.64386,100.44872,-4.927734,15.997408,-3.6381838,6.7718024,-15.0199795,-10.0766,-19.044895,-1.939635,-5.4745703,-2.9188025,-2.2704349
HeStutters,1,98,40073280,40121280,0,0,0,0,0,3,0,0,0,0,0,0,HeStutters_1_98,-399.22296,47.10286,-32.62864,37.074898,-41.334297,19.538506,-30.01497,8.253079,-12.4486685,-8.340573,-1.4486245,-15.231351,-2.3424752
HeStutters,1,99,40635200,40683200,0,0,1,0,0,0,0,1,2,1,0,0,HeStutters_1_99,-351.43417,39.80803,-65.59401,69.057205,-56.649296,22.51389,-45.39779,8.1098175,-6.53853,-10.0465765,-9.418356,-10.442673,0.6023593
HeStutters,1,100,40669920,40717920,0,0,0,0,2,2,0,0,0,0,0,0,HeStutters_1_100,-433.08264,10.151614,-31.078562,65.261086,-41.135757,14.788108,-26.92619,-1.7792469,-12.827508,-11.115544,-8.907875,-9.557035,1.646054
HeStutters,1,101,40904160,40952160,0,0,2,1,0,0,0,1,0,0,0,0,HeStutters_1_101,-416.44797,74.87455,-6.307041,24.681782,-15.134079,12.506225,-23.832895,-9.618025,-15.632197,-5.353166,-11.535655,-8.304294,-3.0277827
HeStutters,1,103,41236960,41284960,0,0,0,0,0,0,0,2,3,0,0,0,HeStutters_1_103,-381.72314,54.22449,-59.447865,36.88648,-43.885292,22.912611,-31.587706,5.579332,-5.188207,1.3878714,-1.6900164,-17.281532,1.7363186
HeStutters,1,105,6492320,6540320,0,0,0,0,2,0,0,0,1,0,0,0,HeStutters_1_105,-399.46472,92.75406,-31.619005,9.991775,6.0283504,-7.291535,-25.4894,-14.340752,-14.337448,1.4630339,-16.01481,-0.03166709,0.5342005
HeStutters,1,107,6638560,6686560,0,0,0,0,0,0,0,0,3,0,0,0,HeStutters_1_107,-475.8714,93.2177,3.0807426,29.17359,7.2168937,5.993855,-13.808848,-6.984391,-11.859576,-2.5317233,-16.87026,-5.008918,-4.9175816
HeStutters,1,108,6675360,6723360,0,0,1,1,0,0,0,0,1,1,0,0,HeStutters_1_108,-415.47137,103.23448,-15.656475,10.657006,-17.45449,6.0158815,-19.500221,-4.3973465,-18.802593,-0.22187419,-11.260381,-2.6751213,-2.8772886
HeStutters,1,109,6978880,7026880,0,0,0,2,0,0,0,3,1,2,0,0,HeStutters_1_109,-468.86627,58.014084,-28.168629,18.314556,-12.217379,1.2630571,-11.318608,-2.5237217,-6.3072944,-1.2887629,-6.0302243,-3.6431744,-1.4263422
HeStutters,1,110,7013120,7061120,0,0,0,0,0,0,0,0,3,1,0,0,HeStutters_1_110,-360.1275,114.09189,-50.98034,9.872405,-15.018082,-3.6383212,-23.607517,-5.714018,-13.921154,-1.8778898,-13.618655,-6.055917,-6.3222
HeStutters,1,113,7456800,7504800,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_1_113,-491.4415,69.12718,-6.513369,24.630926,8.464914,4.109831,-18.317514,-6.9817004,-9.558593,-4.1922216,-11.191194,-3.8993278,-5.2869773
HeStutters,1,115,2648640,2696640,0,0,0,0,1,2,0,0,0,0,0,0,HeStutters_1_115,-498.7126,92.189514,-14.648034,19.542576,5.9688325,-6.6749425,-16.673225,-16.747568,-11.508081,1.767061,-7.4735,-4.889231,-7.1137342
HeStutters,1,116,2704800,2752800,0,0,2,1,2,0,0,0,0,1,0,0,HeStutters_1_116,-378.71768,93.9541,-24.763735,33.581383,-14.179403,-3.2703187,-24.432814,-13.53385,-11.503789,-6.013729,-13.088427,-5.037532,-7.81694
HeStutters,1,118,7956000,8004000,0,0,2,0,0,0,0,3,1,1,0,0,HeStutters_1_118,-426.82828,87.17823,-10.135928,29.031782,-4.4375505,-14.234496,-9.6441965,-8.202848,-24.031948,-5.7359805,-11.2210455,-3.8822372,-4.4160075
HeStutters,1,120,8170240,8218240,0,0,1,0,0,3,0,0,0,0,0,0,HeStutters_1_120,-465.26624,120.84798,14.428104,12.24683,5.574312,8.248267,-16.700115,-3.5412219,-27.367065,-0.8251103,-12.413197,-7.672447,-6.7784986
HeStutters,1,121,8976480,9024480,0,0,0,0,0,0,0,3,3,1,0,0,HeStutters_1_121,-379.39453,45.461567,-42.28559,42.18403,-35.1221,15.7758255,-25.52186,2.9637358,-7.0980797,-0.8226949,-6.92928,-8.069028,0.583721
HeStutters,1,122,9014560,9062560,0,0,0,1,0,0,0,0,2,0,0,0,HeStutters_1_122,-499.1594,104.634415,-16.63869,0.77962804,-6.9224405,4.5628266,-13.801115,-7.646055,-5.964391,4.7736783,-8.155787,-2.79402,-1.8329607
HeStutters,1,125,9227520,9275520,0,0,0,2,2,0,0,0,0,0,0,0,HeStutters_1_125,-532.88055,67.999344,13.295522,22.122887,8.099355,8.817966,-11.4138155,-5.3437934,-7.9536624,0.08399241,-6.953743,-4.020062,-4.8473363
HeStutters,1,127,9410720,9458720,0,0,0,0,3,1,0,0,0,0,0,0,HeStutters_1_127,-473.07825,97.30368,-0.2871918,29.64529,-1.9080313,8.435989,-18.246492,1.1297075,-15.818579,1.7292334,-10.973568,-8.894167,-8.429632
HeStutters,1,128,9708320,9756320,0,0,1,1,0,0,0,0,1,1,0,0,HeStutters_1_128,-410.75238,90.50836,-14.511023,42.177177,-2.9124334,0.9726156,-15.6210785,-12.09762,-12.137656,-7.9544206,-17.131758,-2.1063414,-4.68996
HeStutters,1,131,10160800,10208800,0,0,0,0,0,0,0,0,3,1,0,0,HeStutters_1_131,-429.51044,105.50164,-2.5015843,9.692942,0.7851478,1.1653787,-17.14638,-6.5427656,-13.984907,-3.0506558,-8.80673,-3.5154107,-4.3832784
HeStutters,1,132,10280320,10328320,0,0,0,2,0,0,0,0,1,0,0,0,HeStutters_1_132,-468.86038,97.32767,8.129986,16.010405,0.89479274,4.734294,-15.684857,-4.6431828,-11.286338,-1.0561714,-9.388008,-5.34983,-4.5609083
